siec,unit,geo\time	2021M04 	2021M03 	2021M02 	2021M01 	2020M12 	2020M11 	2020M10 	2020M09 	2020M08 	2020M07 	2020M06 	2020M05 	2020M04 	2020M03 	2020M02 	2020M01 	2019M12 	2019M11 	2019M10 	2019M09 	2019M08 	2019M07 	2019M06 	2019M05 	2019M04 	2019M03 	2019M02 	2019M01 	2018M12 	2018M11 	2018M10 	2018M09 	2018M08 	2018M07 	2018M06 	2018M05 	2018M04 	2018M03 	2018M02 	2018M01 	2017M12 	2017M11 	2017M10 	2017M09 	2017M08 	2017M07 	2017M06 	2017M05 	2017M04 	2017M03 	2017M02 	2017M01 	2016M12 	2016M11 	2016M10 	2016M09 	2016M08 	2016M07 	2016M06 	2016M05 	2016M04 	2016M03 	2016M02 	2016M01 
CF,GWH,TR	: 	16297.678 	14831.241 	17219.274 	18375.623 	17249.235 	17058.922 	17008.543 	16586.381 	16005.167 	12624.058 	7570.795 	6435.595 	10228.278 	13117.571 	16196.582 	16606.311 	15344.478 	14902.805 	14821.625 	15094.758 	16095.096 	10349.785 	9538.981 	9833.589 	12373.167 	12193.728 	13841.140 	16229.297 	16112.606 	17462.410 	17505.917 	17303.226 	19558.108 	14790.835 	14000.399 	13803.206 	14062.733 	16335.478 	17989.331 	16999.591 	19054.073 	18221.419 	17578.179 	19135.454 	19734.788 	14933.783 	13146.457 	12895.278 	15275.335 e	15477.052 e	16467.633 e	15632.000 	16187.000 	15392.000 	14274.000 	17250.000 	14775.000 	13986.000 	12866.000 	12171.000 	12695.000 	13267.000 	15124.000 
CF,GWH,UA	: 	4562.200 	5086.000 	5810.900 	7114.200 	6362.800 	4567.800 	4024.400 	3626.800 	3878.600 	4035.700 	3965.600 	3312.900 	3969.900 	4887.000 	5188.100 	4892.000 	4470.900 	5005.100 	4205.100 	4755.300 	4404.900 	4670.100 	4056.500 	4519.400 	5340.400 	4984.200 	6734.900 	7021.600 	5743.600 	4678.800 	4122.000 	3640.600 	4679.800 	4109.400 	4185.900 	4549.900 	6037.300 	5567.000 	6494.800 	5772.100 	5768.900 	5662.700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF,GWH,UK	: 	: 	: 	: 	: 	: 	12993.090 	12997.006 	13263.704 	13318.556 	12023.958 	10382.405 	10670.832 	13827.637 	11920.099 	14746.150 	14686.951 	16783.920 	14373.223 	11752.036 	11696.201 	14467.706 	13613.487 	14348.623 	14164.145 	13934.724 	14212.846 	19895.797 	16356.964 	15988.666 	15131.367 	11836.703 	12927.196 	14432.106 	13138.548 	13683.992 	14642.711 	18335.900 	16835.974 	17527.778 	18880.009 	18588.150 	14299.394 	13430.562 	12707.584 	13302.659 	12012.334 	14120.212 	14077.660 	16439.377 	16840.740 	17582.956 	19686.000 	19273.000 	17140.000 	14361.000 	13309.000 	13590.000 	15170.000 	14873.000 	16984.000 	19463.000 	16006.000 	19032.000 
CF_NR,GWH,AL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,AT	: 	40.558 	48.682 	54.612 	53.316 	54.168 	49.362 	38.219 	44.682 	47.550 	39.524 	42.788 	40.451 	43.741 	52.731 	57.632 	70.356 	71.148 	58.068 	56.174 	58.513 	64.074 	55.946 	62.859 	68.563 	58.459 	62.666 	72.165 	65.111 	59.974 	50.228 	48.176 	55.016 	56.220 	60.851 	65.727 	62.050 	58.370 	63.391 	59.597 	64.330 	68.301 	56.311 	50.200 	59.367 	66.822 	63.822 	64.970 	58.006 	55.891 	61.251 	75.147 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,BA	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,BE	: 	94.711 	84.768 	85.818 	92.592 	88.451 	88.188 	74.934 	82.649 	79.351 	78.386 	84.593 	91.943 	90.384 	78.928 	79.593 	95.185 	77.517 	83.745 	84.853 	86.647 	75.605 	76.434 	86.248 	86.195 	98.161 	85.594 	88.043 	86.800 	81.180 	80.365 	76.103 	87.304 	84.406 	72.617 	85.820 	80.881 	84.626 	81.481 	87.617 	86.284 	85.855 	91.835 	81.272 	90.510 	82.950 	77.142 	86.171 	87.226 	87.155 	87.207 	96.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,BG	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1.073 	2.246 	6.879 	13.741 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	13.994 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,CY	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,CZ	: 	7.422 	7.804 	8.129 	9.610 	6.538 	5.195 	5.067 	8.029 	6.739 	7.131 	4.825 	5.802 	7.258 	8.035 	7.359 	7.959 	5.593 	5.423 	6.093 	6.614 	5.499 	5.771 	5.461 	4.358 	6.697 	6.957 	5.894 	6.439 	3.291 	4.498 	4.566 	6.436 	5.805 	5.792 	6.288 	5.783 	6.195 	5.539 	6.977 	6.890 	6.231 	6.228 	6.076 	6.808 	6.336 	5.807 	7.020 	6.564 	7.542 	6.151 	6.523 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,DE	: 	1262.113 e	1264.168 e	1298.789 e	1270.860 e	1395.656 e	1298.069 e	1319.099 e	1366.716 e	1387.323 e	1336.497 e	1160.969 e	1160.206 e	1372.248 e	1335.991 e	1461.874 e	1403.458 e	1385.078 e	1549.336 e	1415.974 e	1519.343 e	1524.636 e	1464.210 e	1516.280 e	1466.159 e	1501.622 e	1408.619 e	1497.859 e	1529.960 e	1447.608 e	1580.550 e	1494.430 e	1576.674 e	1553.310 e	1503.844 e	1556.225 e	1516.380 e	1526.447 e	1393.093 e	1553.273 e	1608.347 e	1493.585 e	1539.513 e	1578.217 e	1615.427 e	1585.702 e	1548.082 e	1568.792 e	1531.160 e	1618.103 e	1459.579 e	1588.821 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,DK	: 	67.084 	62.072 	79.616 	52.648 	53.485 	53.454 	53.707 	59.117 	57.266 	49.333 	63.326 	58.471 	62.678 	53.869 	67.922 	67.660 	64.312 	64.447 	51.528 	51.377 	51.691 	50.713 	61.708 	63.190 	58.963 	61.061 	69.082 	52.437 	42.862 	55.303 	38.167 	44.885 	49.745 	49.569 	44.431 	47.009 	46.956 	44.916 	54.101 	57.838 	55.907 	47.706 	35.783 	45.448 	50.562 	46.453 	58.972 	58.446 	63.324 	53.116 	61.488 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,EA19	: 	: 	2381.217 	2433.433 	2359.147 	2496.525 	2343.205 	2284.283 	2372.515 	2152.702 	2153.006 	1927.707 	1917.279 	2322.586 	2257.457 	2452.565 	2245.844 	2214.311 	2376.212 	2134.494 	2266.417 	2203.034 	2204.155 	2297.445 	2317.934 	2379.033 	2236.809 	2436.314 	2506.698 	2425.905 	2591.937 	2460.179 	2556.517 	2516.838 	2397.701 	2515.592 	2422.796 	2454.416 	2357.877 	2520.941 	2739.489 	2513.712 	2628.520 	2653.389 	2744.499 	2708.067 	2555.125 	2475.100 	2469.668 	2591.473 	2398.773 	2593.657 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,EE	: 	170.000 	428.300 	420.000 	332.000 	307.000 	323.000 	330.000 	388.000 	195.000 	201.000 	120.000 	103.000 	195.000 	170.000 	202.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,EL	: 	0.100 	0.170 	0.190 	0.220 	0.200 	0.580 	1.095 	0.090 	0.060 	0.090 	0.180 	0.188 	0.070 	0.430 	0.250 	0.107 	0.074 	0.058 	0.044 	0.012 	0.020 	0.379 	0.100 	0.340 	0.090 	0.080 	0.040 	0.050 	0.060 	0.020 	0.030 	0.040 	0.010 	0.020 	0.040 	0.070 	0.030 	0.080 	0.060 	0.070 	0.080 	0.070 	0.020 	0.020 	0.020 	0.030 	0.060 	0.050 	0.080 	0.090 	0.090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,ES	: 	184.342 	171.626 	182.924 	188.665 	194.075 	163.321 	188.784 	190.291 	141.081 	149.096 	145.363 	139.177 	177.143 	170.007 	166.714 	169.957 	158.921 	184.643 	202.078 	195.266 	176.176 	170.692 	168.295 	189.255 	212.401 	188.099 	206.705 	204.462 	199.092 	215.954 	202.905 	210.088 	214.466 	190.540 	148.029 	180.407 	227.119 	206.944 	234.574 	309.558 	295.815 	323.492 	306.696 	315.081 	303.190 	312.552 	233.166 	251.116 	290.951 	262.178 	297.585 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,EU27_2020	: 	: 	2751.282 	2834.751 	2730.122 	2821.611 	2674.178 	2561.190 	2627.120 	2467.310 	2446.790 	2229.354 	2210.373 	2672.701 	2582.681 	2815.269 	2599.122 	2552.773 	2740.868 	2403.067 	2573.701 	2548.173 	2465.345 	2586.643 	2647.493 	2746.439 	2587.348 	2857.216 	2946.076 	2790.758 	2947.049 	2726.271 	2872.936 	2858.880 	2716.270 	2834.329 	2727.599 	2800.204 	2683.723 	2902.733 	3088.583 	2839.595 	2957.701 	2928.389 	3088.573 	3073.738 	2894.698 	2838.117 	2866.812 	2979.488 	2754.287 	2985.880 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3359.320 	3108.220 	3018.578 	3218.072 	2841.202 	3042.425 	3009.422 	2924.889 	3043.871 	3078.632 	3225.836 	3014.331 	3330.522 	3393.868 	3219.300 	3402.220 	3156.475 	3333.183 	3294.838 	3165.954 	3310.488 	3167.923 	3282.775 	3127.903 	3397.570 	3567.092 	3288.146 	3429.628 	3352.758 	3533.253 	3516.483 	3317.742 	3263.260 	3267.259 	3430.403 	3166.057 	3427.701 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,FI	: 	72.000 	64.000 	76.000 	70.000 	56.000 	50.000 	43.000 	55.000 	49.000 	58.000 	58.000 	65.000 	69.000 	60.000 	64.000 	71.000 	72.000 	68.000 	51.000 	63.000 	68.000 	59.000 	56.000 	71.000 	78.000 	71.000 	87.000 	100.000 	83.000 	74.000 	68.000 	73.000 	82.000 	68.000 	76.000 	81.000 	78.000 	76.000 	85.000 	85.000 	80.000 	79.000 	61.000 	67.000 	84.000 	72.000 	71.000 	78.000 	83.000 	89.000 	91.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,FR	: 	: 	: 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,GE	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,HR	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,HU	: 	28.932 	26.019 	26.232 	28.848 	25.259 	24.251 	18.158 	20.192 	20.956 	19.564 	24.049 	28.444 	21.770 	23.437 	24.065 	33.183 	33.524 	28.807 	23.351 	30.315 	33.447 	24.924 	29.059 	30.467 	30.198 	23.418 	23.043 	18.883 	22.334 	22.043 	18.513 	24.446 	24.889 	20.873 	19.907 	23.538 	22.377 	17.798 	21.514 	35.139 	23.426 	19.197 	20.508 	21.783 	20.387 	17.598 	26.951 	29.490 	24.186 	15.881 	17.249 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,IE	90.781 	92.026 	71.445 	85.710 	126.878 	201.353 	170.562 	85.022 	44.965 	32.366 	74.099 	79.750 	104.173 	182.489 	182.947 	222.272 	220.628 	254.980 	238.240 	188.762 	136.674 	82.195 	172.296 	200.331 	236.121 	227.164 	206.971 	239.708 	234.597 	242.891 	273.936 	215.049 	156.646 	148.986 	182.112 	260.127 	222.405 	185.464 	201.389 	199.689 	263.771 	222.789 	197.574 	217.301 	227.561 	233.259 	163.165 	201.000 	183.444 	205.832 	211.005 	239.736 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,IS	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,LT	: 	6.029 e	6.373 e	5.349 e	6.942 e	5.343 e	8.514 e	6.825 e	1.267 e	5.001 e	7.729 e	6.686 e	6.015 e	7.299 e	6.666 e	7.101 e	7.481 e	6.840 e	4.600 e	6.300 e	6.700 e	5.030 e	4.030 e	7.098 e	7.143 e	5.836 e	6.514 e	6.546 e	7.077 e	6.136 e	7.338 e	7.533 e	7.689 e	7.231 e	1.347 e	6.360 e	5.562 e	7.128 e	5.920 e	4.995 e	7.716 e	6.216 e	7.866 e	2.720 e	6.278 e	6.673 e	1.278 e	5.439 e	7.102 e	5.335 e	5.708 e	6.067 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,LU	: 	2.174 e	3.814 e	4.072 e	5.234 e	6.417 e	2.935 e	2.096 e	4.616 e	5.902 e	5.629 e	5.520 e	3.962 e	5.003 e	5.103 e	5.464 e	5.599 	6.004 	5.758 	4.470 	5.408 	6.292 	6.015 	6.260 	6.268 	2.910 	5.265 	5.410 	5.288 	6.051 	6.196 	4.571 	5.638 	6.120 	6.063 	6.408 	6.109 	2.300 	4.728 	5.457 	6.260 	6.059 	5.257 	3.234 	5.533 	6.167 	5.784 	5.706 	5.742 	3.688 	5.549 	6.023 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,LV	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,MD	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,MK	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,MT	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	143.748 	154.120 	155.506 	170.589 	195.624 	191.529 	135.307 	140.186 	85.260 	97.926 	143.948 	102.747 	136.363 	89.142 	170.153 	208.221 	185.701 	158.774 	132.104 	75.916 	89.579 	67.059 	56.256 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,NL	: 	93.091 	94.083 	125.183 	141.857 	130.733 	129.096 	130.697 	140.975 	142.966 	140.496 	158.134 	142.222 	115.829 	128.084 	116.032 	137.429 	126.539 	130.932 e	98.462 	128.987 	131.361 	128.719 	130.361 	123.254 	132.589 	143.233 	164.962 	64.000 	100.000 	87.000 	116.000 	116.000 e	109.000 e	109.000 e	104.000 e	116.000 e	116.000 e	116.000 e	116.000 e	100.000 e	105.000 e	87.000 e	90.000 e	100.000 e	109.000 e	109.000 e	104.000 e	106.000 e	102.000 e	90.000 e	116.000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,NO	114.729 	119.008 	105.575 	116.445 	122.258 	53.863 	43.422 	46.934 	57.924 	59.565 	54.158 	56.376 	60.394 	59.912 	57.247 	64.503 	62.762 	52.231 	47.770 	51.718 	57.742 	54.888 	52.814 	57.401 	66.272 	67.939 	61.841 	67.055 	66.924 	58.258 	58.716 	52.963 	67.234 	60.962 	258.657 	263.625 	53.006 	58.585 	53.287 	58.068 	55.954 	56.778 	67.586 	48.274 	55.994 	62.231 	59.071 	58.937 	56.112 	51.414 	53.024 	55.404 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,PL	: 	: 	102.490 	88.001 	104.045 	96.959 	94.870 	83.959 	94.638 	98.590 	88.308 	80.199 	72.093 	114.103 	97.996 	90.626 	81.854 	83.215 	108.818 	90.012 	100.318 	106.778 	90.691 	86.020 	93.124 	90.399 	70.730 	98.348 	102.940 	108.311 	109.716 	103.229 	107.701 	115.220 	105.929 	102.054 	65.746 	105.847 	92.715 	94.730 	83.665 	82.504 	95.758 	84.137 	159.349 	140.577 	127.147 	118.626 	121.552 	98.581 	98.819 	103.236 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,PT	: 	: 	20.004 	26.071 	24.954 	14.356 	16.435 	24.897 	22.501 	22.257 	23.595 	26.451 	22.093 	27.442 	21.752 	25.817 	21.227 	15.397 	24.601 	25.778 	25.114 	27.809 	26.897 	23.925 	25.000 	23.000 	23.000 	28.000 	24.000 	8.000 	21.000 	25.000 	30.000 	27.000 	30.000 	26.000 	25.000 	28.000 	25.000 	30.000 	33.000 	23.000 	28.000 	30.043 	29.521 	30.510 	25.648 	15.078 	29.561 	29.615 	28.199 	31.322 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,RO	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,RS	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,SE	: 	173.680 	171.680 	199.340 	175.824 	142.845 	153.203 	116.016 	72.629 	131.057 	129.448 	129.248 	128.284 	144.306 	141.887 	171.659 	160.376 	144.939 	143.420 	97.589 	118.660 	147.724 	89.091 	106.950 	138.420 	181.149 	188.373 	210.541 	258.679 	188.055 	163.552 	101.617 	132.951 	146.383 	136.406 	146.057 	162.727 	164.413 	164.878 	204.470 	165.562 	157.815 	160.292 	128.496 	110.686 	147.809 	142.568 	151.448 	181.092 	194.382 	181.547 	203.727 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,SI	: 	0.818 	0.784 	0.715 	0.629 	0.773 	0.143 	0.615 	0.763 	0.845 	0.865 	0.273 	0.849 	0.938 	0.818 	0.816 	0.417 	0.813 	0.231 	0.599 	0.753 	0.836 	0.537 	0.688 	0.636 	0.801 	0.768 	0.876 	0.605 	0.793 	0.844 	0.793 	0.798 	0.560 	0.000 	0.670 	0.672 	1.006 	0.903 	0.932 	0.790 	0.870 	0.449 	0.465 	0.500 	0.000 	0.518 	0.802 	0.682 	0.764 	0.751 	0.862 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,SK	: 	128.000 	123.000 	68.000 	45.000 	42.000 	43.000 	39.000 	30.000 	44.000 	38.000 	39.000 	38.000 	36.000 	44.000 	43.000 	43.000 	39.000 	28.000 	0.000 	40.000 	41.000 	39.000 	39.000 	38.000 	38.000 	35.000 	39.000 	41.000 	37.000 	39.000 	31.000 	42.000 	36.000 	38.000 	40.000 	41.000 	42.000 	39.000 	41.000 	38.000 	37.000 	42.000 	24.000 	42.000 	41.000 	44.000 	43.000 	42.000 	42.000 	42.000 	45.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,TR	: 	1.500 	1.147 	1.314 	1.367 	0.569 	0.727 	0.726 	1.469 	1.511 	0.901 	0.842 	1.125 	1.211 	1.265 	0.970 	0.988 	0.609 	1.052 	0.454 	0.631 	0.707 	0.724 	1.102 	1.061 	1.051 	0.428 	0.621 	1.408 	0.276 	0.308 	1.455 	2.889 	3.493 	2.860 	2.938 	6.771 	3.515 	2.952 	3.294 	3.323 	2.793 	2.570 	2.514 	2.356 	2.514 	2.240 	2.340 e	1.947 e	1.736 e	1.382 e	0.927 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_NR,GWH,UA	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
